id,title,type,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes,age_certification_num,weighted_rating
tm84618,Taxi Driver,MOVIE,1976,R,113,"['crime', 'drama']",['US'],0,tt0075314,8.3,795222,5.0,8.287
tm127384,Monty Python and the Holy Grail,MOVIE,1975,PG,91,"['comedy', 'fantasy']",['GB'],0,tt0071853,8.2,530877,2.0,8.182
tm70993,Life of Brian,MOVIE,1979,R,94,['comedy'],['GB'],0,tt0079470,8.0,392419,5.0,7.979
tm190788,The Exorcist,MOVIE,1973,R,133,['horror'],['US'],0,tt0070047,8.1,391942,5.0,8.078
ts22164,Monty Python's Flying Circus,SHOW,1969,TV-14,30,"['comedy', 'european']",['GB'],4,tt0063929,8.8,72895,4.0,8.626
tm14873,Dirty Harry,MOVIE,1971,R,102,"['thriller', 'crime', 'action']",['US'],0,tt0066999,7.7,153463,5.0,7.662
tm185072,My Fair Lady,MOVIE,1964,G,170,"['drama', 'music', 'romance', 'family']",['US'],0,tt0058385,7.8,94121,1.0,7.732
tm98978,The Blue Lagoon,MOVIE,1980,R,104,"['romance', 'drama']",['US'],0,tt0080453,5.8,69053,5.0,5.894
tm119281,Bonnie and Clyde,MOVIE,1967,R,110,"['drama', 'crime', 'action']",['US'],0,tt0061418,7.7,111189,5.0,7.648
tm67378,The Professionals,MOVIE,1966,PG-13,117,"['western', 'action', 'european']",['US'],0,tt0060862,7.3,16168,3.0,7.155
tm44204,The Guns of Navarone,MOVIE,1961,,158,"['war', 'action', 'drama']","['US', 'GB']",0,tt0054953,7.5,50150,0.0,7.417
tm69778,Lupin the Third: The Castle of Cagliostro,MOVIE,1979,PG,100,"['comedy', 'animation', 'action', 'fantasy', 'family']",['JP'],0,tt0079833,7.6,30277,2.0,7.453
tm96649,The Long Riders,MOVIE,1980,R,99,"['western', 'crime']",['US'],0,tt0081071,6.9,11329,5.0,6.869
tm16479,White Christmas,MOVIE,1954,,115,"['romance', 'comedy', 'music']",['US'],0,tt0047673,7.5,42373,0.0,7.403
tm119776,Top Gun,MOVIE,1986,PG,110,"['drama', 'action']",['US'],0,tt0092099,6.9,329656,2.0,6.898
ts20681,Seinfeld,SHOW,1989,TV-PG,24,['comedy'],['US'],9,tt0098904,8.9,302700,3.0,8.853
tm111075,Stand by Me,MOVIE,1986,R,89,['drama'],['US'],0,tt0092005,8.1,392790,5.0,8.078
tm180542,Once Upon a Time in America,MOVIE,1984,R,229,"['drama', 'crime', 'european']","['US', 'IT']",0,tt0087843,8.3,342335,5.0,8.27
tm138875,When Harry Met Sally...,MOVIE,1989,R,96,"['romance', 'comedy', 'drama']",['US'],0,tt0098635,7.7,212913,5.0,7.672
tm155792,Teenage Mutant Ninja Turtles,MOVIE,1990,PG,93,"['scifi', 'action', 'comedy', 'family']","['HK', 'US']",0,tt0100758,6.7,92647,2.0,6.708
tm22327,Full Metal Jacket,MOVIE,1987,R,116,"['drama', 'war']","['GB', 'US']",0,tt0093058,8.3,723306,5.0,8.286
tm54450,Christine,MOVIE,1983,R,90,"['horror', 'thriller', 'european']",['US'],0,tt0085333,6.7,80945,5.0,6.71
tm2386,A Nightmare on Elm Street,MOVIE,1984,R,91,['horror'],['US'],0,tt0087800,7.4,230543,5.0,7.383
ts22082,Knight Rider,SHOW,1982,TV-PG,51,"['action', 'scifi', 'crime', 'drama']",['US'],4,tt0083437,6.9,33760,3.0,6.886
tm145608,Awakenings,MOVIE,1990,PG-13,120,"['drama', 'european']",['US'],0,tt0099077,7.8,137549,3.0,7.752
tm41289,Annie,MOVIE,1982,PG,127,"['drama', 'family', 'comedy']",['US'],0,tt0083564,6.6,44866,2.0,6.63
tm132694,Pet Sematary,MOVIE,1989,R,103,"['horror', 'fantasy', 'thriller']",['US'],0,tt0098084,6.5,102212,5.0,6.52
ts20678,Saved by the Bell,SHOW,1989,TV-G,23,"['comedy', 'romance', 'family']",['US'],5,tt0096694,7.1,34854,1.0,7.053
tm117580,She's Gotta Have It,MOVIE,1986,R,84,"['comedy', 'romance']",['US'],0,tt0091939,6.7,14277,5.0,6.739
tm20712,Eddie Murphy Raw,MOVIE,1987,R,93,"['comedy', 'documentation']",['US'],0,tt0092948,7.6,19646,5.0,7.395
tm130586,Endless Love,MOVIE,1981,R,116,"['drama', 'romance']",['US'],0,tt0082329,4.9,8374,5.0,5.774
tm62924,Monty Python Live at the Hollywood Bowl,MOVIE,1982,R,77,"['comedy', 'documentation']",['GB'],0,tt0084352,7.9,15186,5.0,7.559
tm159912,Agneepath,MOVIE,1990,,174,"['action', 'crime', 'drama']",['IN'],0,tt0098999,7.6,8902,0.0,7.256
tm11556,The Quick and the Dead,MOVIE,1995,R,107,"['western', 'thriller', 'action', 'romance']","['US', 'JP']",0,tt0114214,6.5,92224,5.0,6.523
ts20981,Survivor,SHOW,2000,TV-PG,48,['reality'],['US'],42,tt0239195,7.4,24368,3.0,7.27
ts22176,Stargate SG-1,SHOW,1997,TV-PG,44,"['scifi', 'drama', 'action']","['US', 'CA']",10,tt0118480,8.4,90196,3.0,8.286
tm122434,Forrest Gump,MOVIE,1994,PG-13,142,"['drama', 'romance', 'comedy']",['US'],0,tt0109830,8.8,1994599,3.0,8.793
tm106462,Happy Gilmore,MOVIE,1996,PG-13,92,"['comedy', 'sport']",['US'],0,tt0116483,7.0,217534,3.0,6.994
ts20339,One Piece,SHOW,1999,TV-14,23,"['action', 'comedy', 'animation', 'drama', 'fantasy']",['JP'],21,tt0388629,8.8,112586,4.0,8.684
tm57554,Saving Private Ryan,MOVIE,1998,R,169,"['drama', 'war']",['US'],0,tt0120815,8.6,1346020,5.0,8.591
ts34435,Cowboy Bebop,SHOW,1998,TV-14,25,"['western', 'action', 'scifi', 'thriller', 'animation', 'comedy', 'drama']",['JP'],1,tt0213338,8.9,112887,4.0,8.778
ts20927,Star Trek: Deep Space Nine,SHOW,1993,TV-PG,47,"['scifi', 'action', 'drama']",['US'],7,tt0106145,8.1,61145,3.0,7.968
tm192405,Gattaca,MOVIE,1997,PG-13,106,"['thriller', 'drama', 'scifi']",['US'],0,tt0119177,7.8,298168,3.0,7.777
ts21567,Gilmore Girls,SHOW,2000,TV-14,46,"['comedy', 'drama']",['US'],8,tt0238784,8.2,119054,4.0,8.123
tm55553,Blade,MOVIE,1998,R,120,"['action', 'scifi', 'horror']",['US'],0,tt0120611,7.1,267181,5.0,7.093
tm56574,You've Got Mail,MOVIE,1998,PG,119,"['romance', 'drama', 'comedy']",['US'],0,tt0128853,6.7,209258,2.0,6.704
tm192037,Starship Troopers,MOVIE,1997,R,129,"['scifi', 'thriller', 'action']",['US'],0,tt0120201,7.3,288960,5.0,7.289
ts20983,Neon Genesis Evangelion,SHOW,1995,TV-14,24,"['scifi', 'action', 'drama', 'thriller', 'fantasy', 'animation']",['JP'],1,tt0112159,8.5,64727,4.0,8.336
ts22193,The Magic School Bus,SHOW,1994,TV-Y,26,"['scifi', 'comedy', 'family', 'fantasy', 'animation']","['US', 'CA']",4,tt0108847,7.8,9708,1.0,7.389
tm191989,Donnie Brasco,MOVIE,1997,R,127,"['thriller', 'drama', 'crime']",['US'],0,tt0119008,7.7,300073,5.0,7.68
ts20960,Power Rangers,SHOW,1993,TV-Y7,22,"['scifi', 'action', 'fantasy', 'family']",['US'],29,tt0106064,6.5,21949,2.0,6.577
tm65686,U.S. Marshals,MOVIE,1998,PG-13,126,"['thriller', 'crime', 'action']",['US'],0,tt0120873,6.5,103263,3.0,6.52
tm54903,Wild Things,MOVIE,1998,R,108,"['drama', 'thriller', 'crime', 'european']",['US'],0,tt0194542,6.6,118811,5.0,6.612
tm187187,Last Action Hero,MOVIE,1993,PG-13,130,"['comedy', 'action', 'fantasy']",['US'],0,tt0107362,6.4,149290,3.0,6.419
tm191772,Seven Years in Tibet,MOVIE,1997,PG-13,136,"['drama', 'history', 'war']",['US'],0,tt0120102,7.1,141308,3.0,7.087
tm191848,The Devil's Advocate,MOVIE,1997,,144,"['horror', 'thriller', 'drama']","['DE', 'US']",0,tt0118971,7.5,361422,0.0,7.487
tm121879,A River Runs Through It,MOVIE,1992,PG,123,['drama'],['US'],0,tt0105265,7.2,59086,2.0,7.16
tm44402,"Girl, Interrupted",MOVIE,1999,R,127,"['drama', 'european']","['US', 'DE']",0,tt0172493,7.3,180532,5.0,7.282
ts22489,Goosebumps,SHOW,1995,TV-PG,22,"['scifi', 'fantasy', 'horror', 'thriller', 'family', 'music']","['CA', 'US']",4,tt0111987,7.6,13361,3.0,7.332
ts25252,Yu-Gi-Oh!,SHOW,1998,TV-Y,22,"['scifi', 'action', 'family', 'fantasy', 'animation', 'comedy', 'drama']",['JP'],7,tt4834194,7.2,20888,1.0,7.104
ts21034,InuYasha,SHOW,2000,TV-14,25,"['action', 'comedy', 'scifi', 'animation', 'drama', 'fantasy', 'romance']",['JP'],9,tt0290223,7.9,15823,4.0,7.568
tm53419,Any Given Sunday,MOVIE,1999,R,162,"['drama', 'sport']",['US'],0,tt0146838,6.9,118479,5.0,6.896
tm189764,Menace II Society,MOVIE,1993,R,97,"['drama', 'crime', 'thriller']",['US'],0,tt0107554,7.5,57399,5.0,7.426
tm9323,Desperado,MOVIE,1995,R,104,"['thriller', 'action', 'crime', 'western', 'european']",['US'],0,tt0112851,7.1,183638,5.0,7.09
tm46173,The Mask of Zorro,MOVIE,1998,PG-13,136,"['action', 'thriller', 'western', 'comedy', 'romance']",['US'],0,tt0120746,6.8,181306,3.0,6.801
tm19673,The Patriot,MOVIE,2000,R,165,"['drama', 'action', 'history', 'war']","['DE', 'US']",0,tt0187393,7.2,270231,5.0,7.19
tm24877,Road Trip,MOVIE,2000,R,93,['comedy'],['US'],0,tt0215129,6.5,167670,5.0,6.513
tm189433,Free Willy,MOVIE,1993,PG,112,"['drama', 'family']","['US', 'FR']",0,tt0106965,6.0,75244,2.0,6.07
tm1822,3 Ninjas Kick Back,MOVIE,1994,PG,93,"['action', 'comedy', 'family', 'sport']","['US', 'JP']",0,tt15327306,4.5,9208,2.0,5.502
tm187791,In the Line of Fire,MOVIE,1993,R,128,"['drama', 'thriller', 'action', 'crime']",['US'],0,tt0107206,7.2,101939,5.0,7.176
tm19494,The Replacements,MOVIE,2000,PG-13,118,"['comedy', 'sport']",['US'],0,tt0191397,6.6,64087,3.0,6.622
tm10739,Johnny Mnemonic,MOVIE,1995,R,97,"['scifi', 'thriller', 'action', 'drama']","['US', 'CA']",0,tt0113481,5.6,71062,5.0,5.709
tm113576,Little Women,MOVIE,1994,PG,115,"['drama', 'family', 'romance']",['US'],0,tt0110367,7.3,57621,2.0,7.248
tm191387,Anaconda,MOVIE,1997,PG-13,89,"['thriller', 'horror', 'action']","['PE', 'US', 'BR']",0,tt0118615,4.8,103459,3.0,4.928
tm6859,My Girl,MOVIE,1991,PG,103,"['comedy', 'drama', 'family', 'romance', 'european']",['US'],0,tt0102492,6.9,79800,2.0,6.893
tm186589,Cliffhanger,MOVIE,1993,R,112,"['thriller', 'action', 'animation']","['IT', 'US', 'FR']",0,tt0106582,6.5,128179,5.0,6.517
tm191374,I Know What You Did Last Summer,MOVIE,1997,R,101,"['horror', 'thriller']",['US'],0,tt0119345,5.7,142696,5.0,5.752
tm8446,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,MOVIE,1991,PG,88,"['scifi', 'action', 'comedy', 'family']","['US', 'HK']",0,tt0103060,6.0,55499,2.0,6.092
ts8570,Barney & Friends,SHOW,1992,TV-G,28,['family'],['US'],14,tt0144701,3.8,9955,1.0,5.047
tm21596,Hollow Man,MOVIE,2000,R,112,"['scifi', 'action', 'horror', 'thriller']","['DE', 'US']",0,tt0164052,5.8,130099,5.0,5.852
tm48430,Godzilla,MOVIE,1998,PG-13,133,"['thriller', 'scifi', 'action']",['US'],0,tt0120685,5.4,191722,3.0,5.45
tm190835,Neon Genesis Evangelion: The End of Evangelion,MOVIE,1997,,87,"['scifi', 'action', 'drama', 'fantasy', 'animation']",['JP'],0,tt0169858,8.0,51938,0.0,7.86
tm192199,Spawn,MOVIE,1997,PG-13,96,"['fantasy', 'horror', 'scifi', 'thriller', 'action', 'drama']",['US'],0,tt0120177,5.2,67761,3.0,5.352
tm184205,Dennis the Menace,MOVIE,1993,PG,95,"['comedy', 'family']",['US'],0,tt0106701,5.6,60779,2.0,5.726
tm12499,The Net,MOVIE,1995,PG-13,114,"['thriller', 'action', 'crime', 'drama']",['US'],0,tt0113957,5.9,66127,3.0,5.988
tm192431,The Devil's Own,MOVIE,1997,R,107,"['thriller', 'drama', 'action', 'crime', 'european']",['US'],0,tt0962637,6.2,64625,5.0,6.261
tm56033,Croupier,MOVIE,1998,R,94,"['thriller', 'european', 'crime', 'drama']","['FR', 'IE', 'GB', 'DE']",0,tt0159382,7.0,21382,5.0,6.955
tm190486,Teenage Mutant Ninja Turtles III,MOVIE,1993,PG,96,"['fantasy', 'scifi', 'action', 'comedy', 'family']","['HK', 'US']",0,tt0108308,4.7,33128,2.0,5.07
tm61103,The General's Daughter,MOVIE,1999,R,116,"['drama', 'crime', 'thriller']","['US', 'DE']",0,tt0144214,6.4,58726,5.0,6.445
tm117488,The Next Karate Kid,MOVIE,1994,PG,107,"['drama', 'family', 'romance', 'sport', 'action']",['US'],0,tt0110657,4.5,30138,2.0,4.937
tm55732,I Still Know What You Did Last Summer,MOVIE,1998,R,100,"['thriller', 'horror']",['US'],0,tt0130018,4.7,73269,5.0,4.885
tm191431,Double Team,MOVIE,1997,R,93,"['scifi', 'action', 'comedy', 'thriller']","['US', 'HK']",0,tt0119013,4.7,34127,5.0,5.061
tm17721,Under Suspicion,MOVIE,2000,R,110,"['thriller', 'crime', 'drama', 'european']",['US'],0,tt0164212,6.5,25432,5.0,6.569
ts21693,"Sister, Sister",SHOW,1994,TV-PG,22,"['comedy', 'drama', 'family']",['US'],6,tt0108927,6.2,12535,3.0,6.422
tm190811,Geronimo: An American Legend,MOVIE,1993,PG-13,115,"['western', 'drama', 'history']",['US'],0,tt0107004,6.5,11506,3.0,6.621
tm107659,The Mirror Has Two Faces,MOVIE,1996,PG-13,126,"['romance', 'comedy', 'drama']",['US'],0,tt0117057,6.6,19829,3.0,6.657
tm67635,Kuch Kuch Hota Hai,MOVIE,1998,G,185,"['drama', 'romance', 'comedy']",['IN'],0,tt0172684,7.6,51640,1.0,7.507
tm55100,Dil Se..,MOVIE,1998,PG-13,163,"['drama', 'romance']",['IN'],0,tt0164538,7.5,28409,3.0,7.365
tm12876,Bombay,MOVIE,1995,,141,"['romance', 'drama']",['IN'],0,tt0112553,8.1,12512,0.0,7.64
tm62385,Hum Saath Saath Hain,MOVIE,1999,G,177,"['fantasy', 'romance', 'family', 'drama']",['IN'],0,tt0216817,6.2,8454,1.0,6.481
tm184502,Kabhi Haan Kabhi Naa,MOVIE,1994,G,158,"['comedy', 'drama', 'music', 'romance']",['IN'],0,tt0110222,7.6,18224,1.0,7.383
tm27601,Phir Bhi Dil Hai Hindustani,MOVIE,2000,PG-13,160,"['comedy', 'romance', 'drama']",['IN'],0,tt0222270,6.1,7556,3.0,6.446
tm117873,Hum Aapke Hain Koun..!,MOVIE,1994,,206,"['romance', 'comedy', 'drama']",['IN'],0,tt0110076,7.5,20986,0.0,7.33
tm58893,Duplicate,MOVIE,1998,PG,165,"['comedy', 'action', 'crime', 'thriller']",['IN'],0,tt0164550,5.5,7557,2.0,6.135
ts4,Breaking Bad,SHOW,2008,TV-MA,48,"['drama', 'thriller', 'crime']",['US'],5,tt0903747,9.5,1727694,5.0,9.489
ts9,The Walking Dead,SHOW,2010,TV-MA,46,"['action', 'drama', 'scifi', 'thriller', 'horror']",['US'],11,tt1520211,8.2,945125,5.0,8.19
ts26091,The Staircase,SHOW,2004,TV-MA,49,"['crime', 'documentation', 'drama']",['FR'],2,tt0388644,7.8,21531,5.0,7.559
ts11,Downton Abbey,SHOW,2010,TV-14,58,"['drama', 'romance', 'european']",['GB'],6,tt1606375,8.7,197744,4.0,8.636
ts21469,Grey's Anatomy,SHOW,2005,TV-14,49,"['drama', 'romance']",['US'],18,tt0413573,7.6,293618,4.0,7.582
ts288536,The Great British Baking Show,SHOW,2010,TV-PG,57,"['reality', 'european']",['GB'],12,tt1877368,8.6,9564,3.0,7.847
ts6495,Criminal Minds,SHOW,2005,TV-14,44,"['thriller', 'crime', 'drama']",['US'],15,tt0452046,8.1,189191,4.0,8.054
ts22337,NCIS,SHOW,2003,TV-14,44,"['action', 'drama', 'crime', 'thriller', 'comedy']",['US'],19,tt0364845,7.8,141049,4.0,7.754
ts8308,Community,SHOW,2009,TV-PG,23,['comedy'],['US'],6,tt1439629,8.5,252564,3.0,8.455
ts22011,Heartland,SHOW,2007,TV-PG,44,"['drama', 'family']",['CA'],15,tt1094229,8.4,15743,3.0,7.913
ts21465,Supernatural,SHOW,2005,TV-14,45,"['scifi', 'thriller', 'drama', 'fantasy', 'horror']",['US'],15,tt0460681,8.5,428639,4.0,8.473
tm33545,Forgetting Sarah Marshall,MOVIE,2008,R,111,"['comedy', 'drama', 'romance']",['US'],0,tt0800039,7.1,280121,5.0,7.093
tm172683,War of the Worlds,MOVIE,2005,PG-13,117,"['thriller', 'action', 'scifi']",['US'],0,tt0407304,6.5,439027,3.0,6.505
ts17156,Arrested Development,SHOW,2003,TV-MA,28,['comedy'],['US'],5,tt0367279,8.7,297552,5.0,8.657
ts20573,The IT Crowd,SHOW,2006,TV-14,25,"['comedy', 'european']",['GB'],5,tt0487831,8.5,147409,4.0,8.424
ts12724,30 Rock,SHOW,2006,TV-14,25,"['comedy', 'sport']",['US'],7,tt0496424,8.3,121514,4.0,8.219
ts3371,Avatar: The Last Airbender,SHOW,2005,TV-Y7,24,"['scifi', 'family', 'fantasy', 'animation', 'action']",['US'],3,tt0417299,9.3,297336,2.0,9.243
tm92641,Inception,MOVIE,2010,PG-13,148,"['scifi', 'music', 'thriller', 'action']","['GB', 'US']",0,tt1375666,8.8,2268288,3.0,8.794
tm102740,The Other Guys,MOVIE,2010,,107,"['crime', 'action', 'comedy']",['US'],0,tt1386588,6.6,263019,0.0,6.606
tm87484,How to Train Your Dragon,MOVIE,2010,PG,98,"['fantasy', 'animation', 'action', 'comedy', 'family', 'drama']",['US'],0,tt0892769,8.1,719717,2.0,8.088
ts20604,Friday Night Lights,SHOW,2006,TV-14,43,"['drama', 'sport']",['US'],5,tt0758745,8.7,64449,4.0,8.516
tm39030,Casino Royale,MOVIE,2006,,139,"['thriller', 'action', 'european']","['GB', 'US', 'BS', 'CZ', 'DE']",0,tt0381061,8.0,644336,0.0,7.987
tm78592,Michael Clayton,MOVIE,2007,R,120,"['thriller', 'crime', 'drama']",['US'],0,tt0465538,7.2,163878,5.0,7.184
ts21511,My Little Pony: Friendship Is Magic,SHOW,2010,TV-Y7,22,"['scifi', 'animation', 'drama', 'fantasy', 'music', 'comedy', 'family']","['CA', 'US']",9,tt1751105,7.6,20708,2.0,7.403
ts19036,The Fairly OddParents,SHOW,2001,TV-Y7,24,"['scifi', 'family', 'fantasy', 'animation', 'comedy']","['US', 'CA']",10,tt0235918,7.2,38046,2.0,7.141
tm116324,Jackass: The Movie,MOVIE,2002,R,88,"['action', 'comedy', 'documentation']",['US'],0,tt0322802,6.6,92305,5.0,6.615
ts11313,DEATH NOTE,SHOW,2006,TV-14,24,"['scifi', 'animation', 'crime', 'drama', 'fantasy', 'thriller']",['JP'],1,tt0877057,9.0,302147,4.0,8.951
tm34310,Zoolander,MOVIE,2001,PG-13,90,"['comedy', 'european']","['US', 'DE']",0,tt0196229,6.5,260975,3.0,6.508
ts21247,The Vampire Diaries,SHOW,2009,TV-14,42,"['scifi', 'drama', 'thriller', 'fantasy', 'horror', 'romance']",['US'],8,tt1405406,7.7,310776,4.0,7.681
tm160815,Charlie and the Chocolate Factory,MOVIE,2005,PG,106,"['fantasy', 'comedy', 'family']","['GB', 'US', 'AU']",0,tt0367594,6.6,465995,2.0,6.603
tm78671,Cleaner,MOVIE,2007,R,88,"['thriller', 'crime']",['US'],0,tt0896798,6.1,41052,5.0,6.205
tm89036,Harold & Kumar Go to White Castle,MOVIE,2004,R,88,['comedy'],['US'],0,tt0366551,7.0,193053,5.0,6.994
tm86803,The Social Network,MOVIE,2010,PG-13,121,['drama'],['US'],0,tt1285016,7.8,681286,3.0,7.79
tm105329,Road to Perdition,MOVIE,2002,R,117,"['thriller', 'documentation', 'crime', 'drama']",['US'],0,tt0257044,7.7,263212,5.0,7.677
ts20305,Naruto,SHOW,2002,TV-PG,23,"['scifi', 'comedy', 'animation', 'action', 'fantasy', 'thriller']",['JP'],6,tt0409591,8.4,93980,3.0,8.29
tm35463,Blow,MOVIE,2001,R,124,"['drama', 'crime']",['US'],0,tt0221027,7.5,255099,5.0,7.482
tm84371,Shooter,MOVIE,2007,R,124,"['thriller', 'action', 'drama']",['US'],0,tt0822854,7.2,329417,5.0,7.192
tm139658,Big Fish,MOVIE,2003,PG-13,125,"['drama', 'fantasy', 'romance']",['US'],0,tt0319061,8.0,435503,3.0,7.981
tm79442,The Bourne Ultimatum,MOVIE,2007,PG-13,115,"['thriller', 'action']","['DE', 'ES', 'US', 'FR']",0,tt0440963,8.0,627009,3.0,7.987
tm131038,Public Enemies,MOVIE,2009,R,143,"['crime', 'drama', 'history', 'action', 'european']",['US'],0,tt1152836,7.0,297525,5.0,6.996
ts2230,America's Next Top Model,SHOW,2003,TV-14,44,['reality'],['US'],24,tt0391576,5.6,17843,4.0,5.944
tm154187,Sherlock Holmes,MOVIE,2009,PG-13,129,"['crime', 'action', 'thriller']","['GB', 'US', 'AU', 'DE']",0,tt0988045,7.6,620154,3.0,7.591
tm133767,Love Actually,MOVIE,2003,R,139,"['drama', 'comedy', 'romance']","['GB', 'US']",0,tt0314331,7.6,474176,5.0,7.589
tm88738,Closer,MOVIE,2004,R,94,"['drama', 'romance']","['GB', 'US']",0,tt0376541,7.2,215678,5.0,7.188
ts17942,Chappelle's Show,SHOW,2003,TV-14,21,"['comedy', 'music']",['US'],3,tt0353049,8.8,62140,4.0,8.599
tm148270,Something's Gotta Give,MOVIE,2003,PG-13,128,"['romance', 'drama', 'comedy']",['US'],0,tt0337741,6.7,120400,3.0,6.707
tm93055,Grown Ups,MOVIE,2010,PG-13,102,"['comedy', 'drama', 'european']",['US'],0,tt1375670,5.9,247229,3.0,5.925
tm133374,The Blind Side,MOVIE,2009,PG-13,129,"['drama', 'sport']",['US'],0,tt0878804,7.6,323939,3.0,7.583
tm26897,Quantum of Solace,MOVIE,2008,PG-13,106,"['thriller', 'action']","['GB', 'US']",0,tt0830515,6.6,441023,3.0,6.603
tm109304,The Ring,MOVIE,2002,PG-13,111,"['horror', 'european']","['JP', 'US']",0,tt0298130,7.1,341888,3.0,7.094
ts22267,Trailer Park Boys,SHOW,2001,TV-MA,25,"['comedy', 'crime']",['CA'],12,tt0290988,8.6,41791,5.0,8.344
tm76066,Into the Wild,MOVIE,2007,R,140,['drama'],['US'],0,tt0758758,8.1,611379,5.0,8.085
tm90190,True Grit,MOVIE,2010,PG-13,110,"['western', 'drama']",['US'],0,tt1403865,7.6,333378,3.0,7.584
tm29737,Rambo,MOVIE,2008,R,92,"['thriller', 'action', 'war', 'european']","['US', 'DE']",0,tt0462499,7.0,228799,5.0,6.995
tm84906,Stardust,MOVIE,2007,PG-13,122,"['fantasy', 'romance', 'family']","['US', 'IS', 'GB']",0,tt0486655,7.6,269043,3.0,7.58
ts6644,Borgen,SHOW,2010,TV-MA,58,"['drama', 'european']",['DK'],4,tt1526318,8.5,23523,5.0,8.114
tm142086,The Last Samurai,MOVIE,2003,R,154,"['drama', 'history', 'war', 'action']","['NZ', 'JP', 'US']",0,tt0325710,7.8,429097,5.0,7.784
ts22018,iCarly,SHOW,2007,TV-G,26,"['comedy', 'family', 'romance']",['US'],6,tt0972534,6.7,38281,1.0,6.718
ts30311,Victorious,SHOW,2010,TV-G,25,"['comedy', 'drama', 'family', 'music', 'romance', 'sport']",['US'],4,tt1604099,6.9,24224,1.0,6.882
tm95252,The Book of Eli,MOVIE,2010,R,118,"['thriller', 'action', 'drama', 'european']",['US'],0,tt1037705,6.8,312538,5.0,6.8
tm136808,Identity,MOVIE,2003,R,90,['thriller'],['US'],0,tt0340770,7.3,240433,5.0,7.286
ts21197,Merlin,SHOW,2008,TV-PG,44,"['action', 'scifi', 'drama', 'fantasy', 'european']",['GB'],5,tt1199099,7.9,80138,3.0,7.813
tm109137,Shrek Forever After,MOVIE,2010,PG,93,"['fantasy', 'comedy', 'family', 'romance', 'animation']",['US'],0,tt0892791,6.3,200354,2.0,6.318
tm84613,Hairspray,MOVIE,2007,PG,117,"['comedy', 'drama', 'romance']","['US', 'GB']",0,tt0427327,6.7,128190,2.0,6.706
tm173551,Corpse Bride,MOVIE,2005,PG,77,"['fantasy', 'romance', 'animation', 'drama', 'family']",['US'],0,tt0121164,7.3,265023,2.0,7.288
tm94606,Let Me In,MOVIE,2010,R,116,"['horror', 'drama', 'fantasy', 'thriller', 'european']","['GB', 'US']",0,tt1228987,7.1,120208,5.0,7.085
tm136308,Monster,MOVIE,2003,R,110,"['crime', 'drama', 'thriller', 'european']",['US'],0,tt0340855,7.3,149218,5.0,7.278
tm82985,Without a Paddle,MOVIE,2004,PG-13,95,"['thriller', 'comedy']",['US'],0,tt0364751,5.8,47049,3.0,5.932
tm145593,Once Upon a Time in Mexico,MOVIE,2003,R,102,"['drama', 'action', 'crime', 'thriller']",['US'],0,tt0285823,6.3,160449,5.0,6.322
tm150260,Cloudy with a Chance of Meatballs,MOVIE,2009,PG,90,"['animation', 'drama', 'romance', 'comedy', 'family', 'fantasy', 'scifi']",['US'],0,tt0844471,6.9,226225,2.0,6.898
tm119111,Blade II,MOVIE,2002,R,117,"['thriller', 'fantasy', 'scifi', 'action', 'horror']",['US'],0,tt0187738,6.7,214461,5.0,6.704
tm130647,Chloe,MOVIE,2009,R,99,"['thriller', 'drama', 'romance', 'european']","['US', 'CA', 'FR']",0,tt1352824,6.3,72916,5.0,6.346
tm32919,Blood Diamond,MOVIE,2006,R,143,"['thriller', 'drama']","['US', 'DE']",0,tt0450259,8.0,536858,5.0,7.985
tm23935,The Lake House,MOVIE,2006,PG,105,"['drama', 'fantasy', 'romance', 'documentation']",['US'],0,tt0410297,6.8,148043,2.0,6.801
tm137143,Terminator 3: Rise of the Machines,MOVIE,2003,R,109,"['thriller', 'scifi', 'action', 'european']","['GB', 'US', 'DE']",0,tt0181852,6.3,393998,5.0,6.309
tm28905,Beerfest,MOVIE,2006,R,110,['comedy'],['US'],0,tt0486551,6.2,67748,5.0,6.258
tm44486,Heist,MOVIE,2001,R,107,"['thriller', 'drama', 'action', 'crime', 'european']",['US'],0,tt0252503,6.5,36361,5.0,6.552
tm39487,Catch and Release,MOVIE,2006,PG-13,111,"['romance', 'comedy', 'drama']",['US'],0,tt0395495,5.9,26157,3.0,6.094
tm169949,Just Like Heaven,MOVIE,2005,PG-13,95,"['drama', 'romance', 'fantasy', 'comedy']",['US'],0,tt0425123,6.7,106755,3.0,6.707
ts35155,Gurren Lagann,SHOW,2007,TV-14,24,"['scifi', 'action', 'comedy', 'drama', 'animation']",['JP'],1,tt0948103,8.3,17024,4.0,7.868
tm184913,Four Brothers,MOVIE,2005,R,109,"['crime', 'action', 'drama', 'thriller']",['US'],0,tt0430105,6.8,144656,5.0,6.801
tm118637,John Q,MOVIE,2002,PG-13,116,"['drama', 'thriller', 'crime']",['US'],0,tt0251160,7.0,131999,3.0,6.991
tm58382,Not Another Teen Movie,MOVIE,2001,R,89,['comedy'],['US'],0,tt0277371,5.7,104604,5.0,5.77
