id,title,type,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes,age_certification_num,weighted_rating
ts74809,Knightfall,SHOW,2017,TV-14,44,"['action', 'drama', 'history']",['US'],2,tt4555364,6.7,19809,4.0,6.731
ts56969,Atypical,SHOW,2017,TV-14,31,"['comedy', 'drama']",['US'],4,tt6315640,8.3,81643,4.0,8.183
ts58155,Alias Grace,SHOW,2017,TV-MA,44,"['drama', 'thriller', 'crime']",['CA'],1,tt1034007,7.7,31577,5.0,7.54
tm288499,Roma,MOVIE,2018,R,135,"['drama', 'european']","['MX', 'US']",0,tt6155172,7.7,153508,5.0,7.662
ts76458,Deadwind,SHOW,2018,TV-MA,46,"['drama', 'thriller', 'crime']",['FI'],3,tt6616260,7.3,8762,5.0,7.086
tm299741,Crooked House,MOVIE,2017,PG-13,115,"['drama', 'crime']",['GB'],0,tt1869347,6.3,23327,3.0,6.42
ts39015,A Series of Unfortunate Events,SHOW,2017,TV-PG,47,"['action', 'family', 'comedy', 'drama']",['US'],3,tt4834206,7.8,59239,3.0,7.696
ts74816,American Vandal,SHOW,2017,TV-MA,33,"['comedy', 'drama', 'crime']",['US'],2,tt6877772,8.1,29972,5.0,7.857
ts80856,Chilling Adventures of Sabrina,SHOW,2018,TV-14,57,"['scifi', 'thriller', 'drama', 'horror', 'fantasy']",['US'],4,tt7569592,7.4,90327,4.0,7.358
tm272060,What Happened to Monday,MOVIE,2017,R,123,"['thriller', 'drama', 'action', 'crime', 'fantasy', 'scifi']","['BE', 'FR', 'GB']",0,tt1536537,6.8,120311,5.0,6.801
tm233482,The Foreigner,MOVIE,2017,R,113,"['thriller', 'action', 'crime', 'drama', 'european']","['IN', 'CN', 'US', 'GB']",0,tt4759848,7.0,112487,5.0,6.989
tm271951,Apostle,MOVIE,2018,R,130,"['thriller', 'horror', 'drama', 'fantasy']","['US', 'GB']",0,tt6217306,6.3,51038,5.0,6.363
tm311815,Icarus,MOVIE,2017,,121,"['documentation', 'thriller', 'sport']",['US'],0,tt6333060,7.9,48672,0.0,7.764
tm371380,The Package,MOVIE,2018,R,94,"['comedy', 'drama', 'thriller']",['US'],0,tt7525778,5.5,17226,5.0,5.881
ts76869,Violet Evergarden,SHOW,2018,TV-14,25,"['drama', 'animation', 'scifi', 'fantasy', 'romance']",['JP'],1,tt7078180,8.4,19940,4.0,7.989
ts82526,Narcos: Mexico,SHOW,2018,TV-MA,56,"['drama', 'crime']",['US'],3,tt8714904,8.4,80902,5.0,8.274
tm310899,Mary Magdalene,MOVIE,2018,R,120,['drama'],"['GB', 'US', 'AU']",0,tt5360996,5.9,10234,5.0,6.274
ts72247,Disenchantment,SHOW,2018,TV-14,29,"['scifi', 'comedy', 'fantasy', 'animation', 'action']",['US'],4,tt5363918,7.2,58639,4.0,7.159
tm266666,Gerald's Game,MOVIE,2017,,103,"['horror', 'thriller', 'drama']",['US'],0,tt3748172,6.5,104894,0.0,6.52
tm435086,Level 16,MOVIE,2018,,102,"['thriller', 'drama', 'scifi', 'european']",['CA'],0,tt4006302,6.0,11118,0.0,6.317
tm267401,The Invisible Guest,MOVIE,2017,R,107,"['thriller', 'crime', 'drama', 'european']",['ES'],0,tt4857264,8.0,170351,5.0,7.953
tm239286,The Cloverfield Paradox,MOVIE,2018,PG-13,102,"['thriller', 'horror', 'scifi', 'drama', 'action']",['US'],0,tt2548396,5.5,102759,3.0,5.584
tm273294,I Don't Feel at Home in This World Anymore,MOVIE,2017,,93,"['drama', 'thriller', 'comedy', 'crime', 'european']",['US'],0,tt6149822,6.9,55549,0.0,6.891
ts74823,Wet Hot American Summer: Ten Years Later,SHOW,2017,TV-MA,27,['comedy'],['US'],1,tt5669272,6.9,8502,5.0,6.864
tm414285,Abducted in Plain Sight,MOVIE,2018,G,91,"['crime', 'documentation', 'thriller', 'drama']",['US'],0,tt6098534,6.8,18165,1.0,6.805
tm244192,Annabelle: Creation,MOVIE,2017,R,110,"['horror', 'thriller']",['US'],0,tt5140878,6.5,129883,5.0,6.516
ts77197,Seven Seconds,SHOW,2018,TV-MA,62,"['crime', 'drama']",['US'],1,tt6297682,7.7,15323,5.0,7.424
tm419595,The Witch: Part 1. The Subversion,MOVIE,2018,,125,"['fantasy', 'action', 'european']",['KR'],0,tt8574252,7.1,9862,0.0,6.983
tm346943,Kodachrome,MOVIE,2017,,105,"['drama', 'comedy', 'european']",['US'],0,tt1880399,6.8,16482,0.0,6.806
ts76865,Devilman Crybaby,SHOW,2018,TV-MA,25,"['scifi', 'animation', 'action', 'drama', 'fantasy', 'horror']",['JP'],1,tt6660498,7.6,18575,5.0,7.386
tm371900,Calibre,MOVIE,2018,,101,"['thriller', 'horror', 'drama']",['GB'],0,tt6218358,6.8,27622,0.0,6.804
tm270895,I Am Not Your Negro,MOVIE,2017,R,93,"['documentation', 'history', 'european']","['BE', 'FR', 'US']",0,tt5804038,7.9,21632,5.0,7.636
ts55781,Black Spot,SHOW,2017,TV-MA,55,"['drama', 'thriller', 'crime', 'horror', 'european']","['BE', 'FR']",2,tt6519410,7.4,10705,5.0,7.17
tm374132,Bird Box,MOVIE,2018,R,124,"['thriller', 'drama', 'horror', 'scifi']",['US'],0,tt2737304,6.6,325194,5.0,6.605
ts78080,Everything Sucks!,SHOW,2018,TV-14,24,"['drama', 'comedy']",['US'],1,tt7078710,7.5,18023,4.0,7.31
tm244175,The Zookeeper's Wife,MOVIE,2017,PG-13,122,"['drama', 'war', 'history']","['GB', 'US', 'CZ']",0,tt1730768,7.0,42808,3.0,6.975
ts58307,Bad Blood,SHOW,2017,TV-14,46,"['drama', 'crime']",['CA'],2,tt6423364,7.5,9593,4.0,7.213
tm319818,Outlaw King,MOVIE,2018,R,121,"['drama', 'action', 'history', 'war']","['GB', 'US']",0,tt6679794,6.9,69834,5.0,6.893
ts78558,Queer Eye,SHOW,2018,TV-14,47,['reality'],['US'],6,tt7259746,8.5,18147,4.0,8.032
tm313683,Veronica,MOVIE,2017,R,105,['horror'],['ES'],0,tt4276868,6.2,40254,5.0,6.292
tm244332,Beirut,MOVIE,2018,R,109,"['thriller', 'action', 'crime', 'drama']",['US'],0,tt4669264,6.4,21843,5.0,6.502
tm315340,The Night Comes for Us,MOVIE,2018,R,121,"['thriller', 'action']",['ID'],0,tt6116856,6.9,25500,5.0,6.883
ts42294,13 Reasons Why,SHOW,2017,TV-MA,58,"['drama', 'thriller']",['US'],4,tt1837492,7.5,282373,5.0,7.484
tm414887,Destination Wedding,MOVIE,2018,R,84,"['romance', 'comedy', 'drama']",['US'],0,tt6987770,6.0,28933,5.0,6.16
ts80035,Nightflyers,SHOW,2018,TV-MA,44,"['scifi', 'thriller', 'drama', 'horror']",['US'],1,tt6903284,5.8,13103,5.0,6.155
tm420348,Cam,MOVIE,2018,,95,"['horror', 'thriller', 'drama']",['US'],0,tt8361028,5.9,31042,0.0,6.069
ts57055,Black Lightning,SHOW,2018,TV-14,42,"['scifi', 'action', 'drama']",['US'],4,tt6045840,6.1,24646,4.0,6.259
tm244206,The Meyerowitz Stories (New and Selected),MOVIE,2017,,112,"['drama', 'comedy']",['US'],0,tt5536736,6.9,47971,0.0,6.89
tm434202,Malevolent,MOVIE,2018,,89,"['horror', 'thriller']",['GB'],0,tt2386237,4.8,13290,0.0,5.497
tm280828,The Babysitter,MOVIE,2017,R,85,"['horror', 'comedy']",['US'],0,tt4225622,6.4,86953,5.0,6.431
tm366567,When We First Met,MOVIE,2018,PG-13,97,"['fantasy', 'comedy', 'romance']",['US'],0,tt5783956,6.4,48215,3.0,6.453
tm310706,Extinction,MOVIE,2018,R,96,"['drama', 'thriller', 'scifi', 'action']",['US'],0,tt3201640,5.8,51781,5.0,5.921
tm410435,To All the Boys I've Loved Before,MOVIE,2018,PG-13,100,"['romance', 'comedy', 'drama']",['US'],0,tt3846674,7.1,101175,3.0,7.082
ts56480,Troy: Fall of a City,SHOW,2018,TV-MA,58,"['war', 'fantasy', 'romance', 'action']",['GB'],1,tt5103758,3.9,13677,5.0,4.889
tm307283,Cargo,MOVIE,2017,,105,"['drama', 'thriller', 'horror', 'scifi']",['AU'],0,tt3860916,6.3,42722,0.0,6.373
ts82597,The Dragon Prince,SHOW,2018,TV-Y7,27,"['scifi', 'animation', 'action', 'drama', 'family', 'fantasy', 'thriller']",['US'],3,tt8688814,8.4,21635,2.0,8.013
ts55962,Dear White People,SHOW,2017,TV-MA,29,"['comedy', 'drama']",['US'],4,tt5707802,6.1,24863,5.0,6.258
tm244229,Everybody Knows,MOVIE,2018,R,132,"['drama', 'crime', 'thriller', 'european']","['IT', 'ES', 'FR']",0,tt4964788,6.9,34009,5.0,6.886
ts85568,Perfume,SHOW,2018,TV-MA,29,"['crime', 'thriller', 'drama', 'documentation', 'comedy', 'romance']",['DE'],1,tt10163260,7.1,8536,5.0,6.974
tm357589,The Guernsey Literary & Potato Peel Pie Society,MOVIE,2018,,124,"['romance', 'drama', 'history', 'war']","['GB', 'US', 'FR']",0,tt1289403,7.3,44917,0.0,7.235
tm317542,1922,MOVIE,2017,,102,"['horror', 'crime', 'documentation', 'drama', 'thriller']",['US'],0,tt8312644,6.2,60982,0.0,6.264
ts80705,Evil Genius,SHOW,2018,TV-MA,48,"['crime', 'documentation']",['US'],1,tt8342862,7.5,27516,5.0,7.362
tm321703,Home Again,MOVIE,2017,PG-13,97,"['drama', 'romance', 'comedy']",['US'],0,tt5719700,5.8,31620,3.0,5.985
tm300615,Mudbound,MOVIE,2017,R,120,"['drama', 'war']",['US'],0,tt2396589,7.4,47676,5.0,7.326
tm244233,The Book of Henry,MOVIE,2017,PG-13,105,"['thriller', 'crime', 'drama']",['US'],0,tt4572792,6.5,27052,3.0,6.566
ts81344,Explained,SHOW,2018,TV-MA,21,['documentation'],['US'],3,tt8005374,8.0,8831,5.0,7.478
tm349803,"Jim & Andy: The Great Beyond - Featuring a Very Special, Contractually Obligated Mention of Tony Clifton",MOVIE,2017,,94,"['comedy', 'documentation']","['US', 'CA']",0,tt7214762,7.7,25593,0.0,7.511
ts81331,She-Ra and the Princesses of Power,SHOW,2018,TV-Y7,24,"['scifi', 'action', 'family', 'animation', 'fantasy', 'comedy', 'drama']",['US'],5,tt7745956,7.8,14935,2.0,7.487
ts55798,Stranger,SHOW,2017,TV-MA,64,"['drama', 'thriller', 'crime', 'romance', 'scifi', 'comedy']",['KR'],2,tt5545948,8.5,7645,5.0,7.696
tm227940,Berlin Syndrome,MOVIE,2017,R,116,"['thriller', 'horror', 'drama']",['AU'],0,tt3335606,6.2,24733,5.0,6.337
tm243326,Anon,MOVIE,2018,R,100,"['scifi', 'drama', 'action', 'crime', 'thriller', 'european']","['US', 'GB']",0,tt5419536,6.1,42608,5.0,6.202
ts84280,Rascal Does Not Dream of Bunny Girl Senpai,SHOW,2018,TV-14,25,"['animation', 'comedy', 'thriller', 'fantasy', 'romance', 'drama']",['JP'],1,tt8993398,8.1,10400,4.0,7.585
tm244197,Replicas,MOVIE,2018,PG-13,107,"['thriller', 'drama', 'scifi']","['PR', 'US', 'GB', 'CN']",0,tt4154916,5.5,37340,3.0,5.708
tm368449,Private Life,MOVIE,2018,R,123,"['drama', 'comedy']",['US'],0,tt6394284,7.2,19023,5.0,7.098
tm211554,Beyond Skyline,MOVIE,2017,R,105,"['scifi', 'thriller', 'horror', 'action']","['SG', 'US', 'GB', 'ID', 'CA', 'CN']",0,tt6856700,5.3,21540,5.0,5.673
tm363248,A Futile and Stupid Gesture,MOVIE,2018,,101,['comedy'],['US'],0,tt5566790,6.7,15750,0.0,6.737
tm362881,Mirai,MOVIE,2018,PG,98,"['fantasy', 'animation', 'drama', 'family']",['JP'],0,tt6900448,7.0,14983,2.0,6.942
tm232673,The Strangers: Prey at Night,MOVIE,2018,,85,"['thriller', 'horror']","['US', 'GB']",0,tt1285009,5.2,30499,0.0,5.502
ts77957,Dirty Money,SHOW,2018,TV-14,63,"['crime', 'documentation']",['US'],2,tt7889220,8.1,9099,4.0,7.543
ts84904,Tidelands,SHOW,2018,TV-MA,42,"['scifi', 'fantasy', 'crime', 'drama']",['AU'],1,tt6898970,6.8,7727,5.0,6.809
ts83999,Hilda,SHOW,2018,TV-Y7,25,"['scifi', 'family', 'fantasy', 'animation', 'comedy', 'drama']",['GB'],2,tt6385540,8.5,10162,2.0,7.814
ts57303,Friends from College,SHOW,2017,TV-MA,30,"['comedy', 'drama']",['US'],2,tt5565334,6.9,20242,5.0,6.879
tm411311,King of Thieves,MOVIE,2018,R,108,"['drama', 'crime', 'history']",['GB'],0,tt5789976,5.5,14081,5.0,5.938
tm299677,Hold the Dark,MOVIE,2018,,125,"['thriller', 'horror', 'action', 'drama']",['US'],0,tt5057140,5.6,36500,0.0,5.796
ts82302,Insatiable,SHOW,2018,TV-MA,46,"['drama', 'comedy', 'thriller']",['US'],2,tt6487482,6.5,27275,5.0,6.565
tm449070,Black Mirror: Bandersnatch,MOVIE,2018,R,90,"['scifi', 'thriller', 'fantasy', 'drama']","['GB', 'US']",0,tt9495224,7.1,123377,5.0,7.085
ts85895,Better Than Us,SHOW,2018,TV-MA,52,"['scifi', 'drama']",['RU'],2,tt8285216,7.3,8711,5.0,7.086
ts56511,Cable Girls,SHOW,2017,TV-MA,50,"['drama', 'european']",['ES'],5,tt5674718,7.6,13855,5.0,7.338
ts57822,Sick Note,SHOW,2017,TV-MA,24,"['comedy', 'crime']",['GB'],2,tt5770788,6.8,7173,5.0,6.81
tm363488,RBG,MOVIE,2018,PG,98,['documentation'],['US'],0,tt7689964,7.6,14037,2.0,7.34
tm221953,Bāhubali 2: The Conclusion,MOVIE,2017,,168,"['fantasy', 'action', 'drama']",['IN'],0,tt4849438,8.2,91560,0.0,8.102
tm435916,The Perfection,MOVIE,2018,,90,"['thriller', 'drama', 'horror', 'music']",['US'],0,tt7772580,6.1,41508,0.0,6.204
tm233362,The Discovery,MOVIE,2017,,102,"['thriller', 'drama', 'romance', 'scifi']",['US'],0,tt5155780,6.2,33579,0.0,6.307
tm362098,The Kindergarten Teacher,MOVIE,2018,R,96,"['drama', 'thriller', 'european']",['US'],0,tt6952960,6.7,15683,5.0,6.737
tm346467,Wheelman,MOVIE,2017,R,82,"['thriller', 'crime', 'action']",['US'],0,tt5723286,6.4,19951,5.0,6.509
tm433381,Mirage,MOVIE,2018,R,129,"['thriller', 'drama', 'documentation', 'fantasy', 'music', 'romance', 'european']",['ES'],0,tt7919356,7.4,52657,5.0,7.332
tm412550,Set It Up,MOVIE,2018,PG-13,105,"['comedy', 'romance']",['US'],0,tt5304992,6.5,49880,3.0,6.539
tm414220,Little Italy,MOVIE,2018,R,102,"['romance', 'comedy']","['US', 'CA']",0,tt6957966,5.7,14492,5.0,6.065
tm139545,The Outsider,MOVIE,2018,R,120,"['crime', 'thriller', 'action', 'drama']",['US'],0,tt2011311,6.2,25223,5.0,6.335
tm420274,Hannah Gadsby: Nanette,MOVIE,2018,,69,"['comedy', 'documentation']",['AU'],0,tt8465676,8.1,12035,0.0,7.629
ts57439,Damnation,SHOW,2017,TV-MA,43,"['western', 'drama', 'crime']",['US'],1,tt6106704,7.6,8111,5.0,7.238
tm317566,Creep 2,MOVIE,2017,R,80,"['horror', 'thriller', 'crime', 'drama']",['US'],0,tt3654796,6.4,24468,5.0,6.493
tm417496,Dumplin',MOVIE,2018,PG-13,110,"['comedy', 'drama']",['US'],0,tt4878482,6.5,33206,3.0,6.556
tm433228,Red Joan,MOVIE,2018,R,101,"['thriller', 'drama', 'history', 'romance']",['GB'],0,tt7615302,6.4,12124,5.0,6.554
tm244325,Mute,MOVIE,2018,R,126,"['thriller', 'drama', 'scifi']","['GB', 'DE']",0,tt1464763,5.4,34788,5.0,5.638
tm316414,Hell Fest,MOVIE,2018,R,89,"['horror', 'thriller']",['US'],0,tt1999890,5.5,16610,5.0,5.891
tm311921,Small Town Crime,MOVIE,2018,R,91,"['thriller', 'crime']",['US'],0,tt5751998,6.6,11167,5.0,6.685
tm370212,Adrift,MOVIE,2018,PG-13,96,"['thriller', 'drama', 'romance', 'action', 'european']","['HK', 'IS', 'US']",0,tt6306064,6.6,54750,3.0,6.625
tm410742,Happy as Lazzaro,MOVIE,2018,PG-13,125,"['fantasy', 'drama', 'european']","['IT', 'CH', 'FR']",0,tt6752992,7.5,17716,3.0,7.307
tm281935,A Bad Moms Christmas,MOVIE,2017,R,104,['comedy'],['US'],0,tt6365402,5.6,49478,5.0,5.751
tm323634,A-X-L,MOVIE,2018,PG-13,98,"['scifi', 'family', 'thriller', 'action', 'drama']",['US'],0,tt5709188,5.3,11785,3.0,5.866
tm139885,The Other Side of the Wind,MOVIE,2018,R,122,"['drama', 'european']","['US', 'FR', 'IR']",0,tt0069049,6.7,7104,5.0,6.759
tm349278,Ravenous,MOVIE,2017,,104,"['horror', 'animation', 'documentation', 'scifi', 'thriller', 'action', 'drama']",['CA'],0,tt6243140,5.8,9154,0.0,6.242
ts82560,Dark Tourist,SHOW,2018,TV-MA,41,"['action', 'documentation']",['NZ'],1,tt8725166,7.5,7158,5.0,7.163
tm348993,22 July,MOVIE,2018,R,143,"['thriller', 'history', 'crime', 'drama', 'european']","['NO', 'US', 'IS']",0,tt7280898,6.8,33246,5.0,6.803
tm285107,Victoria & Abdul,MOVIE,2017,PG-13,112,"['drama', 'history']","['GB', 'US']",0,tt5816682,6.8,35458,3.0,6.803
ts57814,Kakegurui,SHOW,2017,TV-14,24,"['action', 'animation', 'drama', 'thriller']",['JP'],2,tt7131720,7.2,8547,4.0,7.029
ts57424,The Forest,SHOW,2017,TV-MA,52,"['crime', 'thriller', 'drama', 'european']",['FR'],1,tt6560040,7.2,10137,5.0,7.044
tm240076,Buster's Mal Heart,MOVIE,2017,,96,"['thriller', 'drama', 'crime']",['US'],0,tt5833778,6.2,10490,0.0,6.448
tm217228,Death Note,MOVIE,2017,NC-17,101,"['fantasy', 'horror', 'thriller', 'action', 'crime', 'drama']",['US'],0,tt1241317,4.5,83519,6.0,4.679
tm244307,Bright,MOVIE,2017,R,117,"['thriller', 'fantasy', 'action', 'crime', 'scifi']",['US'],0,tt5519340,6.3,183841,5.0,6.319
tm298846,The Incredible Jessica James,MOVIE,2017,,83,['comedy'],['US'],0,tt5990342,6.5,7496,0.0,6.654
tm412623,The Kissing Booth,MOVIE,2018,,105,"['romance', 'comedy']",['GB'],0,tt3799232,5.9,81639,0.0,5.973
tm298339,Handsome Devil,MOVIE,2017,,95,"['drama', 'comedy', 'sport', 'european']",['IE'],0,tt5016946,7.0,13708,0.0,6.939
tm245176,Sand Castle,MOVIE,2017,,113,"['drama', 'action', 'war']","['IQ', 'GB']",0,tt2582576,6.3,22854,0.0,6.422
ts55194,Bill Nye Saves the World,SHOW,2017,TV-14,30,['comedy'],['US'],3,tt6026278,3.5,7233,4.0,5.133
tm351101,Errementari: The Blacksmith and the Devil,MOVIE,2018,,98,"['drama', 'fantasy', 'horror', 'thriller', 'european']","['ES', 'FR']",0,tt5592878,6.4,11561,0.0,6.558
tm321224,"Game Over, Man!",MOVIE,2018,R,100,"['comedy', 'action']",['US'],0,tt3317234,5.4,29773,5.0,5.67
tm359978,Forgotten,MOVIE,2017,,109,"['thriller', 'horror', 'crime', 'scifi']",['KR'],0,tt4236484,7.4,29804,0.0,7.29
tm306301,Piercing,MOVIE,2018,R,82,"['thriller', 'horror']","['FR', 'US']",0,tt6516314,5.5,7534,5.0,6.136
ts53936,Innocent,SHOW,2017,TV-14,51,"['drama', 'crime']",['TR'],1,tt6478854,8.4,17727,4.0,7.952
tm298084,On Body and Soul,MOVIE,2017,,116,"['fantasy', 'drama', 'romance']",['HU'],0,tt5607714,7.5,27003,0.0,7.36
tm244148,Mowgli: Legend of the Jungle,MOVIE,2018,PG-13,105,"['drama', 'fantasy']","['GB', 'US']",0,tt2388771,6.5,60870,3.0,6.533
tm219259,Goon: Last of the Enforcers,MOVIE,2017,R,101,"['comedy', 'sport']",['CA'],0,tt2417712,5.8,13476,5.0,6.149
tm375912,Ricky Gervais: Humanity,MOVIE,2018,R,79,['comedy'],['GB'],0,tt7830574,7.9,18523,5.0,7.603
tm244317,To the Bone,MOVIE,2017,,107,['drama'],['US'],0,tt6143418,6.8,47025,0.0,6.803
ts78382,On My Block,SHOW,2018,TV-14,29,"['comedy', 'drama']",['US'],4,tt7879820,7.9,15642,4.0,7.566
ts86296,Sunderland 'Til I Die,SHOW,2018,TV-MA,41,"['documentation', 'sport']",['GB'],2,tt8914684,8.1,7943,5.0,7.5
ts41527,Gypsy,SHOW,2017,TV-MA,59,"['drama', 'thriller']",['US'],1,tt5503718,6.8,16133,5.0,6.806
tm292837,The Bar,MOVIE,2017,,102,"['horror', 'thriller', 'comedy', 'fantasy', 'european']",['ES'],0,tt5121816,6.3,25934,0.0,6.41
tm414709,Siberia,MOVIE,2018,R,105,"['thriller', 'european', 'crime', 'romance']","['DE', 'CA', 'US']",0,tt6494688,4.3,15038,5.0,5.101
tm233294,War Machine,MOVIE,2017,R,122,"['drama', 'comedy', 'war']",['US'],0,tt4758646,6.0,45972,5.0,6.108
tm324155,Security,MOVIE,2017,R,87,"['crime', 'thriller', 'action', 'european']",['US'],0,tt3501112,5.7,18618,5.0,6.006
tm289181,Newness,MOVIE,2017,,112,"['drama', 'romance']",['US'],0,tt6408226,6.3,16459,0.0,6.455
ts84243,Baby,SHOW,2018,TV-MA,45,['drama'],['IT'],3,tt7645192,6.8,10990,5.0,6.808
ts78231,Unsolved: The Murders of Tupac and The Notorious B.I.G.,SHOW,2018,TV-MA,45,['crime'],['US'],1,tt6233618,7.8,7651,5.0,7.331
ts56594,Disjointed,SHOW,2017,TV-MA,27,['comedy'],['US'],2,tt5884792,6.8,9980,5.0,6.808
tm439484,Welcome Home,MOVIE,2018,R,97,"['thriller', 'horror', 'drama']",['US'],0,tt6829180,5.2,7387,5.0,5.988
tm271960,Midnight Sun,MOVIE,2018,PG-13,91,"['drama', 'romance', 'european']",['US'],0,tt4799078,6.6,29565,3.0,6.642
tm349800,Unicorn Store,MOVIE,2017,,92,"['fantasy', 'comedy', 'drama']",['US'],0,tt2340044,5.5,19140,0.0,5.854
tm352588,Tau,MOVIE,2018,R,97,"['thriller', 'scifi']",['US'],0,tt4357394,5.8,30611,5.0,5.99
tm219258,Brain on Fire,MOVIE,2017,PG-13,95,"['drama', 'european']","['IE', 'CA']",0,tt3704700,6.6,21164,3.0,6.655
ts57082,White Gold,SHOW,2017,TV-MA,29,"['comedy', 'european']",['GB'],2,tt6010920,7.4,10981,5.0,7.174
tm307910,What the Health,MOVIE,2017,,97,['documentation'],['US'],0,tt5541848,7.4,28911,0.0,7.287
ts76417,Tabula Rasa,SHOW,2017,TV-MA,52,"['drama', 'horror', 'thriller', 'european']",['BE'],1,tt5197860,8.0,10161,5.0,7.518
ts75355,Suburra: Blood on Rome,SHOW,2017,TV-MA,48,"['crime', 'action', 'european']",['IT'],3,tt7197684,7.9,14346,5.0,7.545
tm411507,John Mulaney: Kid Gorgeous at Radio City,MOVIE,2018,R,65,['comedy'],['US'],0,tt8271714,7.9,7696,5.0,7.385
tm245937,Win It All,MOVIE,2017,,88,['comedy'],['US'],0,tt3155328,6.2,9108,0.0,6.469
tm423373,Andhadhun,MOVIE,2018,R,139,"['thriller', 'music', 'drama', 'comedy', 'crime']",['IN'],0,tt8303792,8.2,88359,5.0,8.099
ts81757,The House of Flowers,SHOW,2018,TV-MA,31,"['drama', 'comedy']",['MX'],3,tt8387348,7.6,7722,5.0,7.229
tm409766,In Darkness,MOVIE,2018,,110,['thriller'],"['GB', 'US']",0,tt5164184,5.7,13098,0.0,6.09
tm322243,Shimmer Lake,MOVIE,2017,,83,"['thriller', 'crime', 'drama']","['CA', 'US']",0,tt1386691,6.3,14098,0.0,6.472
tm406111,The Debt Collector,MOVIE,2018,,96,"['action', 'comedy']","['GB', 'US']",0,tt7448180,5.8,7344,0.0,6.298
tm300054,Orbiter 9,MOVIE,2017,,95,"['scifi', 'drama', 'romance', 'european']",['ES'],0,tt3469798,5.9,7586,0.0,6.341
tm357479,Day of the Dead: Bloodline,MOVIE,2017,R,90,"['horror', 'drama', 'scifi', 'thriller', 'action', 'european']","['BG', 'US']",0,tt3053228,3.4,11841,5.0,4.671
tm285356,First They Killed My Father,MOVIE,2017,R,136,"['drama', 'history', 'war']","['KH', 'US']",0,tt4882376,7.2,17871,5.0,7.093
tm368040,The Titan,MOVIE,2018,R,97,"['thriller', 'fantasy', 'scifi', 'drama', 'romance']","['US', 'GB', 'ES']",0,tt6973848,4.8,30698,5.0,5.175
tm300184,iBoy,MOVIE,2017,,90,"['scifi', 'action', 'crime', 'thriller']",['GB'],0,tt6105716,6.0,22594,0.0,6.194
tm411958,Ibiza,MOVIE,2018,,94,"['comedy', 'romance']",['US'],0,tt3685236,5.2,17194,0.0,5.669
tm320255,Bad Genius,MOVIE,2017,PG-13,130,"['thriller', 'comedy', 'crime', 'drama']",['TH'],0,tt6788942,7.6,20430,3.0,7.401
tm241990,Blame!,MOVIE,2017,PG-13,106,"['scifi', 'thriller', 'animation', 'action', 'drama']",['JP'],0,tt6574146,6.6,7968,3.0,6.703
tm353742,Bullet Head,MOVIE,2017,R,93,"['thriller', 'crime', 'drama', 'european']","['BG', 'US']",0,tt6204340,5.4,9954,5.0,5.986
ts77014,Wolf,SHOW,2018,TV-MA,80,"['war', 'drama', 'action', 'thriller']",['TR'],1,tt7146600,8.1,7426,5.0,7.478
tm429163,The Photographer of Mauthausen,MOVIE,2018,R,111,"['thriller', 'drama', 'war', 'history', 'european']",['ES'],0,tt6704776,6.7,10466,5.0,6.748
tm315584,Godzilla: Planet of the Monsters,MOVIE,2017,PG-13,89,"['scifi', 'animation', 'action']",['JP'],0,tt5979874,6.0,8451,3.0,6.371
tm407827,Girl,MOVIE,2018,R,105,"['drama', 'european']","['NL', 'BE']",0,tt8254556,7.1,14046,5.0,7.007
tm348003,Acts of Vengeance,MOVIE,2017,R,87,"['thriller', 'action', 'drama', 'crime', 'european']","['BG', 'US']",0,tt6288694,5.7,11971,5.0,6.113
tm266652,Bleach,MOVIE,2018,PG-13,108,"['fantasy', 'action']",['JP'],0,tt5986074,6.4,11406,3.0,6.56
tm285295,Our Souls at Night,MOVIE,2017,,101,"['drama', 'romance']",['US'],0,tt5034266,6.9,13360,0.0,6.872
ts78590,The Mechanism,SHOW,2018,TV-MA,47,"['drama', 'thriller', 'crime']",['BR'],2,tt6873658,8.0,36077,5.0,7.808
tm244519,Birth of the Dragon,MOVIE,2017,PG-13,120,"['drama', 'action']","['CN', 'US', 'CA']",0,tt2720826,5.6,8112,3.0,6.165
tm260272,Little Evil,MOVIE,2017,,94,"['comedy', 'fantasy', 'horror']",['US'],0,tt2937366,5.7,21009,0.0,5.98
tm347530,Gaga: Five Foot Two,MOVIE,2017,,100,"['music', 'documentation']",['US'],0,tt7291268,7.0,12825,0.0,6.936
tm312577,Fullmetal Alchemist,MOVIE,2017,PG-13,135,"['fantasy', 'scifi', 'action']",['JP'],0,tt5749000,5.2,19493,3.0,5.628
tm344886,The Angel,MOVIE,2018,,114,"['thriller', 'action', 'drama']","['IL', 'MA', 'US', 'BG', 'GB']",0,tt5968274,6.6,14013,0.0,6.673
ts85034,Patriot Act with Hasan Minhaj,SHOW,2018,TV-MA,25,['comedy'],['US'],6,tt8080054,8.2,7222,5.0,7.52
tm367250,The Resistance Banker,MOVIE,2018,R,124,"['drama', 'war', 'european']",['NL'],0,tt4610378,6.9,9273,5.0,6.865
ts56718,El Chapo,SHOW,2017,TV-MA,44,"['drama', 'action', 'history', 'crime']",['US'],3,tt6692188,7.8,17992,5.0,7.525
